RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28
102001,0,United States,country,,1240.0962091669917,1246.4626764041018,1254.9913674437748,1265.013980499482,1274.3173092358759,1282.8783882225296,1288.7670386851314,1292.0973608117997,1293.3678702985492,1293.2307476843753,1293.7964538667813,1295.0704571317767,1299.162000667939,1304.454239529512,1311.148992853756,1319.5803456713097,1328.3741989119974,1336.3469357568015,1340.8307216993664,1342.4911223659449,1341.6480362519135,1339.8405494379736,1338.7969023880198,1338.8372957014233,1344.5296119036204,1354.122296242481,1367.2744922846175,1378.8174990840266,1388.8538578307698,1396.484130461846,1401.2322991905955,1402.7456918081375,1403.9695576214851,1403.6037429485984,1404.5807544554157,1405.8278366722066,1410.840494708879,1418.5738903346376,1429.4697580513607,1440.3033983323137,1449.5490940783761,1456.774998110444,1461.220988221934,1463.6714055716545,1463.8390353097159,1464.2193229135114,1466.250770246949,1469.1903718372532,1474.0965571233426,1481.384545105315,1492.7606172943097,1504.2457887249527,1514.6131611087314,1522.0893978212948,1526.733619636188,1528.7988779256254,1529.18109378901,1529.6801308759186,1530.754814815456,1532.472459717037,1537.9807308197412,1546.6772233413492,1556.6313937776206,1562.2394879047815,1568.5458320254122,1577.0192773816855,1590.427791330542,1602.2987348061613,1612.859819951211,1621.1734850917417,1628.0505544537089,1635.4400526481652,1646.593256690182,1661.004738073698,1677.7706056342768,1696.7167502584368,1719.8172243507393,1744.1933102509724,1767.4749692850298,1789.1107209141076,1807.2854742371655,1821.6954382213348,1832.8878299182763,1844.2493879693577,1858.043573340247,1875.7365631859318,1895.20090548828,1916.2546720993494,1934.682952268335,1953.531459152029,1968.3895353667012,1980.437410856765,1985.435994554583,1988.4719563039532,1987.6485934979657,1991.155010615005,1995.8078211276536,2005.3756863274652,2017.9373092964868,2032.4859728504873,2045.9762535987472,2056.484626124175,2066.1997590083374,2074.523384100265,2079.4282723061997,2079.8917313641564,2078.998154240341,2080.1524483075427,2087.917048670745,2099.195897687833,2114.9447950743174,2128.5760021013302,2141.9899236355905,2151.9884384973234,2161.1719935923425,2167.200277362938,2170.076322373239,2170.1352715970747,2171.137902897572,2173.0571003945224,2179.906715831168,2189.2112080225465
394913,1,"New York, NY",msa,NY,2326.7380239483673,2352.929534380101,2371.5605356999354,2385.2647924982293,2385.423590637792,2401.5201570272443,2407.501501678002,2408.018625208658,2407.422663080912,2407.918504713346,2411.459804330158,2417.2319675943763,2426.6758306531697,2439.2583803600305,2451.688840511125,2465.5872638041787,2475.708932416166,2477.1805260856136,2481.3455507060394,2474.504426929182,2473.6278867886836,2468.5038156404953,2487.4865512883666,2494.2186387845427,2513.401865215028,2524.0266452473966,2542.1177226526834,2553.446819112154,2566.802035918326,2573.084444261385,2580.178214731702,2572.892653111356,2601.207528757945,2609.5808593404954,2606.804925283633,2581.4895542894683,2582.9406015343516,2597.811145806141,2610.5721047581915,2624.135138131989,2640.7662950455424,2651.3226799746276,2656.6966089015496,2665.0858446933885,2667.803498482817,2662.4733145676973,2662.096536440258,2660.911645715271,2666.5013278156825,2682.488171772274,2712.0588718275976,2733.565700537306,2746.330753127904,2753.222733368674,2754.3122836841408,2743.013210791282,2724.2086811968584,2734.7853105585436,2739.862702224218,2767.4824444445953,2769.012533848654,2785.101530120265,2797.2837266001175,2820.328193095336,2838.6659540615087,2850.594381345576,2862.7650025751973,2870.1036937453086,2878.575839014594,2863.433654418885,2887.8204360785194,2888.107376194988,2929.5083973836117,2952.2899480103683,3002.5601661139526,3040.0114154415296,3057.641530835877,3078.996792742406,3093.0513019441364,3115.8381758235814,3115.888063959781,3131.3822455137993,3123.594144751034,3156.7111553125196,3190.339305231438,3259.0661034253712,3297.116320291039,3328.0146431468297,3345.236267266652,3369.2797483133622,3401.3314720423364,3424.0515387567375,3430.8547405442755,3420.8906962467877,3412.1156223362054,3412.5984911190344,3420.821446440524,3458.5706053670083,3516.960008116513,3573.084722625197,3596.211543820344,3596.762013078308,3599.6844416193617,3605.343124602638,3601.1824333240584,3576.55977801753,3560.830875638343,3579.7122341979352,3627.246792820754,3662.304119041372,3705.505064946335,3713.004494787523,3737.7288183544156,3750.6511244218445,3775.7271654219235,3790.6177897518437,3764.607638674921,3753.2781291135925,3759.629272263705,3802.3724564400295,3821.9591254055586,3813.3090901291675
753899,2,"Los Angeles, CA",msa,CA,2563.579969168296,2578.769290955053,2598.4425246337496,2609.118810589523,2632.3011839003316,2650.2562844950985,2671.716687754033,2683.300843311399,2693.202687225079,2696.159290708088,2689.806906071254,2695.327892369991,2708.093794477101,2732.03356669463,2753.490562032622,2770.5045746767005,2796.9266841446365,2813.5821269700177,2827.6251363337683,2828.911014522185,2828.25088357554,2821.289968087474,2815.4485042598244,2814.268817718065,2835.007333406689,2860.049208410283,2893.48898014494,2919.3930405827055,2944.1595319966327,2955.6353070794644,2964.5911243449377,2963.184233543664,2970.42767792239,2967.4386603504886,2979.8422066865305,2981.300721122614,2996.572699667834,3008.460134347224,3031.0007470172964,3051.773260196601,3067.9356202129707,3083.0814840991584,3091.9168184977616,3095.2825600175247,3098.268827450417,3101.5585938550503,3119.154969347526,3125.6966653902027,3139.0962533580832,3140.1500922623204,3167.1993886350633,3181.6549656873253,3209.26510380703,3215.7957976885323,3224.926275805631,3219.983843999259,3218.5896016474676,3221.5075275490626,3228.2492282624935,3235.5129350950833,3248.0622012917556,3261.7755174446315,3267.5708472017714,3254.4249258935743,3255.598877765655,3270.362883255753,3305.2989216576952,3316.655055651916,3330.2540798208584,3339.241896029822,3363.0251943241715,3375.2150149057175,3399.8804939754996,3420.467529753454,3459.148888022663,3478.7421648893337,3509.69129108762,3535.4771303279163,3571.0406111119346,3616.7211017303325,3656.395822649263,3686.555591048217,3707.1007838037817,3731.826149680103,3767.783989327259,3811.427880083107,3860.2989842868865,3903.6770251924013,3939.099899405219,3967.2866178664763,3992.132453646387,4003.379685122537,4006.2244372387468,4014.8557591686804,4020.021405260252,4025.296737064059,4029.0686203137525,4038.3581658424787,4062.2231671445365,4093.226709683205,4116.556467183986,4148.4348316254445,4166.815628446564,4193.635665578018,4184.711802810536,4178.117766838407,4176.023884325592,4187.771231125979,4214.957072468428,4229.671152138104,4252.65879660163,4268.16068301003,4291.556698436859,4310.506873244891,4330.729616186054,4334.375517269121,4336.681471357359,4330.633233225485,4334.491311745961,4339.895820674203,4423.217074055553,4491.985908250656
394463,3,"Chicago, IL",msa,IL,1472.0209652192084,1478.3392470759738,1487.8025592859221,1500.955282818967,1512.8733890439698,1522.1017718598275,1523.5258227446989,1523.486954942122,1518.6054799487622,1510.7168285941295,1507.4025054032686,1510.9034684465723,1516.8803785346342,1523.3105034642308,1533.823180875325,1544.0191528630633,1552.010969845514,1556.3812093261304,1561.7624422849026,1566.5012804203386,1560.9348385931496,1553.2265552036238,1544.5310913856488,1538.979446353184,1546.2314901051302,1554.4429233682736,1571.402582529939,1584.6682411959418,1599.1772398750895,1604.5081187110445,1605.414085012068,1602.6700116091333,1599.6613005599213,1590.4372381202281,1586.3535335222077,1583.161759117708,1588.9904192352521,1597.2244224034093,1610.7881149677944,1625.675259367774,1634.0854595884382,1640.10444694711,1641.374502820247,1641.58182911347,1640.5524495659702,1634.9901829192372,1630.806246634373,1625.8384001063096,1634.1630563238439,1639.9479696008477,1654.200011289965,1663.7123074380095,1676.2976153481086,1684.968318599167,1688.7561593526896,1688.2103896851368,1684.910889417497,1681.3050001222803,1677.6714053359733,1675.2506997827488,1678.7671270445712,1689.8396785292523,1702.4912597799232,1709.7037214502209,1714.499775030704,1721.2674704972865,1729.3916774999516,1736.9227368273216,1733.6632766858568,1729.6932138818918,1724.7151270981228,1731.5035552450204,1744.1861159377756,1761.9858208167764,1775.7432348821706,1791.502348021022,1808.2428316740256,1830.2640802816545,1848.245109538993,1864.2238003283194,1880.6640222597148,1889.0819580825537,1896.1929415714364,1901.2799883362852,1908.914743429319,1916.8834391646237,1935.8362898564978,1960.0750181628378,1988.048402478396,2005.907809086805,2022.535014145117,2035.4732559941276,2037.5254799138058,2039.8298844969586,2033.4216527948558,2044.3662055659995,2051.4317644584594,2067.2754575972917,2077.4520440652373,2099.2851748385106,2120.1937674322344,2141.822086714828,2153.705336691534,2165.5036869907717,2173.663149283412,2177.489944640387,2178.0238305045063,2187.93969437429,2195.7036758306917,2209.9322719924353,2221.930430762992,2251.409171463988,2273.4218184953043,2285.598996234628,2293.3386627233976,2304.1991951623277,2312.776792155544,2318.9310660520964,2321.8354363593817,2334.289804232969,2343.260514876986,2367.8756800674096
394514,4,"Dallas, TX",msa,TX,1374.5562101929283,1382.9980432184423,1393.9169078654863,1408.1173039840091,1420.8211837081144,1431.4512260287768,1439.599541738494,1443.0317264255727,1443.6052566066785,1443.4765310295409,1443.503484765369,1445.385815968052,1447.7275460894957,1456.8231553361184,1467.8567767954175,1480.6517360079065,1491.5816442177747,1500.444685117764,1506.9252716214226,1509.50832155731,1509.7361308831335,1507.008371809459,1504.015150122308,1502.8935460567611,1510.4615147055972,1520.9387798476946,1536.2903292564304,1549.4466421282216,1562.8497863406644,1570.3115957044479,1575.1249535937425,1577.5620649333712,1577.2613778638797,1576.7250554210705,1576.1142968449035,1580.2912796079922,1585.5281559683162,1593.3212466193963,1600.4245351960308,1612.127426623653,1620.0295996905363,1629.7664170766623,1630.5714204404699,1633.9766124725047,1634.6325276979455,1635.4177171657877,1633.0115508728036,1633.7857861524435,1639.584641352439,1647.8289687466768,1657.9609049580909,1668.9497658022296,1681.647639161158,1687.9522961643866,1690.3504335531525,1690.2588873112256,1690.2135470056023,1691.8231979531558,1693.491593853884,1691.619252964846,1694.585928393077,1700.0726479227146,1712.0290073887966,1716.1135479975949,1722.35821641684,1731.2319376425378,1743.7010572460606,1754.356962834696,1762.8061275607026,1773.6459953797878,1782.8843185116689,1792.7993790048304,1806.256700656493,1820.7661159719821,1839.2446050396356,1859.4326618600533,1888.3851236337837,1917.7828988778547,1946.6566116906638,1971.8275699605963,1995.0455111322888,2015.5447774040233,2028.140744053733,2036.5865755801428,2046.6731957005165,2064.0836185126714,2085.1643021192062,2108.967092673182,2132.116748254384,2159.1469915831913,2176.9964953889007,2188.5595852859533,2191.56732888447,2196.2794574658865,2199.438988216501,2202.046779163653,2203.651432893398,2209.1154360652213,2221.0512712151863,2232.369854833412,2246.6088110761543,2259.8050128501177,2271.9621198915443,2278.4313639950033,2276.62062968333,2268.7877979308237,2267.6393823222493,2267.322490430172,2275.6505182123715,2282.8302392999303,2300.1142057704906,2313.988608512872,2322.4612748600643,2328.3695411334897,2333.581372771836,2336.9334061218706,2335.842227321419,2329.874370243745,2323.2053306070934,2316.1952335747183,2319.6949316964665,2332.837855544359
394692,5,"Houston, TX",msa,TX,1488.4340242258197,1494.3326253627856,1502.2665890561536,1513.3093544262636,1524.657224947674,1535.144664848926,1537.7205500554521,1538.0448239062068,1533.3954306407834,1529.410503680654,1525.7232936854643,1520.881096184044,1522.3268205037766,1522.8223379039955,1528.795601260109,1531.2856082716603,1535.2459732934922,1539.294341141312,1539.399454638772,1536.9150152649026,1529.402513314668,1522.1485971199936,1513.8276200568414,1508.6143734972536,1511.6462408305438,1521.9744735331922,1534.3453521065178,1543.0118163981822,1550.1235697021025,1554.9277265965652,1556.6214721669537,1555.5261058453405,1561.7290307250198,1568.340261907095,1573.7535350199764,1573.300743424127,1577.427781058528,1582.828837925404,1589.012840859915,1593.5705617546591,1599.8978944784399,1606.785426986257,1606.5983250400022,1606.104578619869,1602.917941921179,1601.4403671387022,1597.3374302310074,1595.7284254448557,1598.2745049744326,1605.1938729430608,1614.4953369825466,1625.8189319019734,1635.9166438795103,1642.1166044478457,1643.2759897695937,1641.0151337213726,1639.9585069815234,1639.2224169088972,1639.2704681505575,1638.9110362023434,1642.3731983846124,1647.7156391471287,1655.8353805293298,1657.2335318150238,1661.2420116951614,1663.9393438960158,1674.9966302433115,1685.5086963482265,1694.6366324141773,1701.4510185565257,1704.8119421168683,1712.2006902159715,1725.0950188811044,1739.743139281498,1753.1822736702568,1766.1776052913567,1786.5262527200616,1807.4267814730938,1819.9214612563057,1833.3157601511807,1843.2873649853302,1860.5768294528275,1866.5674925763092,1875.531044218277,1883.9064989854585,1898.4683151172994,1908.8687592326635,1922.5054259012845,1935.233722032631,1956.0079009067456,1968.464535441027,1979.6013220336213,1980.5728569643109,1986.7430551716488,1982.1210731595168,1984.7514856363312,1984.324444353119,1995.922461133358,2007.3349402228876,2018.9799021059107,2031.1527423057973,2044.1018015555153,2057.6363157497303,2064.584551415933,2064.830553958363,2060.1275825585353,2057.553186507219,2057.89307424345,2062.8688541801325,2073.1883055660237,2082.4972229291843,2094.173660006009,2103.0829701724647,2113.593297177595,2120.2644570689995,2126.0615172673993,2127.5231024835803,2126.552412005154,2125.829969757169,2128.062427712087,2130.02633751958,2133.66397789262
395209,6,"Washington, DC",msa,VA,2024.1826288137763,2039.7154328349657,2057.0395134084906,2068.2959584297555,2076.897497472268,2085.4364927412926,2090.0437811045244,2086.838678429004,2085.638709158346,2077.4655277229326,2077.037193782698,2070.1392350908063,2077.59387797035,2084.6609934698695,2097.5129450116583,2104.554395125601,2116.7893888551603,2124.359925755501,2132.3270353868024,2132.9790614639855,2125.9423717003247,2119.509066869113,2111.745284088435,2109.2136860917058,2114.7087644261132,2127.682033543557,2148.0846581057303,2162.7372735062872,2172.9489556115295,2178.9828310157145,2183.031924817529,2180.8697692609758,2179.5269700493686,2170.8473600978728,2167.3716757515926,2167.734511789348,2173.116463431064,2183.342847112394,2196.2429868808645,2213.1222110317517,2224.8144596466814,2231.9858794938255,2235.2166793768397,2237.1243083210684,2231.8584446975974,2225.611112736621,2226.34986044933,2226.9798388857253,2231.4047196292454,2238.741419559154,2257.3080909249347,2276.0659458611185,2289.114114483016,2297.2250008546052,2299.4553937060905,2301.040005075311,2301.2361781221066,2297.9434703240236,2292.7747851307745,2283.4765547532315,2291.1830727346924,2301.3524511829296,2324.253982567845,2334.5999863799298,2346.1794493965162,2350.430599607849,2359.2234445678782,2367.7122453451257,2374.816530134201,2372.7002523488013,2370.0731603044655,2367.9140832644644,2381.5197979128884,2390.975062772411,2410.212922037629,2430.3891489439457,2460.7263216514248,2485.3252444828067,2503.830986010615,2518.37785305796,2529.487971412808,2543.071549419684,2548.4087718129636,2552.3100587133886,2556.936697396944,2577.2955057284694,2602.653241016405,2636.4586371299156,2659.1836395230425,2683.1944051251003,2696.8080462516887,2707.39399210742,2713.970029190883,2713.9710782037264,2716.9550704813505,2723.997333153702,2730.8962135807615,2743.4106936974954,2754.2964638861395,2774.070300226539,2795.7776144394857,2820.8845067082293,2842.766887441294,2857.8891838077343,2862.993194233031,2865.912681463541,2869.3431619038124,2865.940118933182,2869.6696979618096,2879.061505686515,2907.005859807294,2936.0550730618884,2958.02078033782,2986.0213235958845,3001.641461379845,3015.271080767593,3007.19296141217,2998.3999088847986,3003.374948866826,2997.7931975055158,3013.944966472685,3032.0874054179308
394974,7,"Philadelphia, PA",msa,PA,1294.611985605483,1303.2404642003878,1314.9999497263204,1322.854811942325,1327.1930061605822,1329.8183698807934,1333.0135854093387,1333.9135785995893,1335.2471891531313,1335.6513566582628,1330.814750791447,1329.844308831359,1330.6471051023375,1339.395675934421,1347.8515177346615,1356.5035120168886,1363.174116972209,1370.211868030312,1372.3671995861996,1373.0762776206973,1369.5022919385492,1367.3406705498292,1370.3050358879366,1372.7212017748577,1379.4568912934826,1385.7653651491762,1397.3244012367325,1405.3770816421184,1411.0731718430275,1410.985939236273,1412.6090894799029,1414.8543654772195,1417.8299019541187,1419.9947310430236,1420.5095840649149,1422.666351235876,1423.150958918448,1429.600153099621,1441.7331502927018,1454.1754500046213,1464.388315824944,1467.229142278521,1466.6214968191691,1464.1019987997258,1466.1567105137517,1471.3938619431262,1475.9867413681707,1475.8061107376338,1479.368824291478,1486.80755584105,1497.534345752273,1507.3354151111675,1515.152642543722,1521.910761622066,1524.7667230154063,1524.5867789708443,1524.8682091322385,1528.3730957267064,1531.039295315011,1535.9019983576875,1538.912618650424,1547.9296849489372,1556.07979175349,1561.3513514262222,1565.6921203687775,1571.1474905306982,1583.8135259083022,1592.511057424451,1602.9956887246165,1606.9976145796807,1613.8650383282813,1619.7008352437556,1630.645455450774,1644.1947244824166,1652.9640214027731,1668.3613685698813,1683.5026090362485,1700.337546016524,1713.5138838484359,1727.2024012666568,1728.8606854946713,1741.6131021659853,1754.928762755343,1780.4714084039144,1793.2528101331477,1802.190718422314,1814.1123508735648,1824.7613468169916,1837.9994405946238,1854.2449167451614,1869.6145571413897,1883.6166138927747,1889.4245025589842,1892.7594003504776,1897.9467577796258,1898.4366100270572,1904.63245298947,1913.1960199132536,1926.910443638531,1938.0734199680328,1944.8161706969581,1953.3208299044868,1961.656680639034,1969.8389867844462,1983.8172364975098,2002.1531777629018,2015.3513518833136,2014.7908450820373,2017.843562929555,2024.83779433968,2037.9041423146464,2044.1880519232836,2053.2918004490616,2058.926942741196,2066.4687221525082,2073.720160657955,2087.8482679771246,2102.660736524783,2118.8577809089184,2131.664681535805,2133.5817943724146,2137.6952496458575
394856,8,"Miami, FL",msa,FL,1741.3695091564043,1746.3010128925514,1757.3677169894156,1767.6261606679238,1775.8147609602486,1783.1009808946367,1795.7791774836887,1804.7898583330668,1818.1047521526716,1824.3557021977736,1837.9257257038669,1842.0746244475442,1850.6982768984356,1847.8187473071275,1852.8947129173964,1852.121229130684,1861.4749430450004,1861.630693933654,1868.8787660226253,1871.6990961753913,1881.011118329014,1884.728300672875,1892.0344805323903,1890.3162948376364,1894.8776221955995,1902.489950734144,1916.0459537668348,1923.0572575415458,1925.1476027287745,1931.3244307602827,1941.3567177409052,1952.257414183356,1958.8383122392568,1965.2070928306255,1967.2907376805422,1970.700131514393,1973.5161614594153,1980.5989561514064,1988.035105295174,1997.258117366451,2003.8322572409074,2007.8486156838458,2014.1756499365424,2021.8432352519196,2030.7991314895605,2037.0712981298716,2044.1280787006515,2045.54820597851,2045.7212470066638,2047.600533326296,2059.0985107584684,2067.762288313791,2074.477460662047,2080.956842144058,2086.2072239800927,2092.6394585914095,2100.5013170365946,2113.862308204369,2126.211261446212,2131.624200623921,2129.898757903981,2136.829445830312,2137.286372592969,2140.404899867871,2138.1889123796886,2153.3539200795103,2173.472379483853,2191.482507175573,2212.504332815959,2249.2326179072943,2285.3257609076068,2311.8104815730867,2319.0210537334187,2334.7506317225766,2344.185775009056,2371.5692496382876,2407.7418922061916,2467.5214252317605,2534.5455691622838,2593.235435302017,2663.5548750149683,2711.294167651131,2781.9527019113216,2831.2808768841546,2890.5468749788406,2926.6033190922985,2969.458447096744,3024.1203396837795,3086.206490025912,3143.7762232849973,3178.6142115863727,3204.752523814243,3207.925504667455,3219.303901087023,3224.2462515783454,3229.623012075133,3221.0725401513473,3210.895249698539,3215.5820692007,3234.984119793644,3260.2785511710185,3290.959034876686,3302.5877817316546,3317.4834346578996,3327.9179169776717,3347.327154869046,3353.4530634972525,3337.5914492118213,3329.751946507869,3330.8436838574735,3359.128626472104,3379.657081134581,3396.789452035195,3398.767204974296,3412.1168394839115,3424.800489172491,3435.814589040048,3429.957704529628,3435.990415700616,3438.3393056586506,3441.215991065306,3440.9453451451773
394347,9,"Atlanta, GA",msa,GA,1092.7893788481097,1098.7093360548758,1101.2945798688722,1111.1932557684077,1119.224592832257,1131.7344764897932,1138.1840393579382,1141.1755644796526,1140.796641570868,1140.8204178855722,1140.0217639566624,1143.3500136540636,1149.1874983284954,1158.9497803697254,1165.9832732529562,1173.3133159693766,1181.316531755426,1191.2504456062072,1199.575626508633,1204.1095069388334,1203.023544392552,1202.238441766011,1201.6851989790919,1204.5146853246454,1209.3123198275225,1218.1778307326256,1230.8477777350517,1243.508737376435,1255.6291128720504,1265.4976116354712,1274.795544207872,1278.2232413189208,1280.7554655405488,1277.1564624689447,1281.377676738079,1282.7619360688525,1290.689323099663,1296.2226397000288,1309.7013919289432,1322.2605218830265,1334.9850951679173,1341.2803466616833,1345.2889676113004,1346.5699949195948,1348.4161821218452,1353.1204298936857,1358.2777048465055,1362.8950990346111,1368.1176906320502,1375.8625560799164,1388.276307433154,1400.9221143847356,1411.6183115626184,1421.6360312615604,1427.3134802593136,1430.8818122412717,1432.2098824187167,1433.895086143365,1436.530407775462,1439.0027239523192,1444.8652471327343,1454.5939092571082,1466.9452419469403,1476.7897763096926,1487.9328751258777,1500.5140526913563,1516.3871950841715,1532.2836406294277,1547.386506497263,1560.8242358077432,1571.8428663637621,1583.1065901616657,1598.338555007844,1619.3961292835634,1642.4314652683695,1668.8008982537765,1694.5393711717245,1722.9815205276348,1749.6522492580414,1781.3402928699643,1806.5549389568862,1830.2986777275335,1842.2432502096399,1849.7059444740898,1856.2135331291088,1866.517893212572,1882.6134876587043,1897.0090349508648,1915.0883340597345,1937.4506822263806,1963.3629414224526,1982.4467675743822,1993.029115862401,1997.5690363363437,1997.0488039773936,2006.0600536997506,2005.9082429169434,2013.4888101867996,2018.0224727952045,2028.0951949253176,2035.6275890765228,2039.975892606028,2048.5680547190664,2055.707673443366,2058.385707514272,2050.7054320671696,2041.997615446146,2042.1513086976188,2059.7661208510945,2081.559093106054,2097.7325756409186,2104.5333631996205,2109.500322010533,2122.867732863498,2134.5901477227085,2145.2413674856152,2144.696165306796,2144.054120318988,2140.7029163339334,2145.0712631662423,2151.763299115605,2167.874938561783
